Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.87,1,-2.59375,2.06036,3.80604,5.10164,8.75261,11.6007,11.9479,12.3522,12.7791,13.2155,17.4746,18.2691,19.6499,20.0452,20.1717,20.6071
1.89,1,-2.62045,2.09556,3.83765,5.15119,8.80044,11.5053,11.8396,12.2081,13.0464,13.0905,17.3058,18.0638,19.3273,20.2175,20.3578,20.7256
1.91,1,-2.65012,2.13615,3.87905,5.20164,8.8454,11.3823,11.7342,12.0692,12.9728,13.3613,17.1352,17.8555,18.9826,20.3802,20.5411,20.8793
1.93,1,-2.68266,2.1828,3.92949,5.25272,8.88621,11.2519,11.6345,11.9356,12.8628,13.7009,16.9609,17.6444,18.6458,20.5211,20.7215,21.0442
1.95,1,-2.7179,2.23609,3.98822,5.30413,8.92149,11.1216,11.5433,11.8072,12.7612,14.0548,16.7793,17.432,18.3289,20.6182,20.899,21.2123
1.97,1,-2.75562,2.29649,4.05449,5.35558,8.94979,10.9945,11.4627,11.6837,12.6683,14.4165,16.5853,17.2227,18.0384,20.6297,21.0727,21.3791
1.99,1,-2.79554,2.36435,4.12756,5.40675,8.96966,10.8721,11.3944,11.5651,12.5847,14.7795,16.3746,17.0236,17.7775,20.5163,21.2409,21.539
2.01,1,-2.83737,2.43992,4.20671,5.45734,8.97979,10.7554,11.3393,11.4513,12.5108,15.1314,16.1505,16.8424,17.5473,20.2997,21.3987,21.6884
2.03,1,-2.88075,2.52334,4.29125,5.50703,8.97916,10.6449,11.2977,11.3421,12.4471,15.4233,15.954,16.6832,17.3516,20.0328,21.5344,21.8375
2.05,1,-2.92535,2.61467,4.3805,5.55553,8.96713,10.5409,11.2374,11.2691,12.394,15.4402,15.9818,16.5478,17.2065,19.75,21.6171,21.9942
2.07,1,-2.97079,2.71389,4.47378,5.60256,8.94357,10.4438,11.1373,11.2524,12.3517,15.2139,16.1433,16.4426,17.1638,19.4688,21.5826,22.1544
2.09,1,-3.01672,2.82093,4.57043,5.64783,8.90875,10.3538,11.0415,11.2455,12.3205,14.9449,16.1639,16.3652,17.299,19.1997,21.3972,22.3084
2.11,1,-3.06277,2.93566,4.66977,5.69112,8.86332,10.2712,10.9501,11.2453,12.3006,14.6725,16.0767,16.2705,17.5792,18.9543,21.1204,22.4346
2.13,1,-3.10858,3.05789,4.77112,5.7322,8.80812,10.1962,10.8629,11.248,12.292,14.4087,15.9458,16.1659,17.8971,18.7615,20.8083,22.4757
2.15,1,-3.15384,3.18744,4.87375,5.7709,8.74406,10.1291,10.7801,11.2491,12.2948,14.1606,15.7839,16.0754,18.0964,18.7391,20.4851,22.3522
2.17,1,-3.19821,3.32405,4.97693,5.80708,8.67193,10.07,10.7016,11.2434,12.3089,13.9341,15.6006,16.0032,18.04,19.0099,20.1607,22.0983
2.19,1,-3.2414,3.46748,5.07989,5.84064,8.59236,10.0192,10.6275,11.2257,12.334,13.7345,15.4041,15.947,17.8861,19.41,19.8397,21.7942
2.21,1,-3.28313,3.61745,5.18183,5.87152,8.50572,9.97688,10.5577,11.191,12.3697,13.5666,15.1995,15.9053,17.7215,19.5244,19.8496,21.4752
2.23,1,-3.32314,3.77365,5.28192,5.89969,8.41217,9.94319,10.4923,11.1362,12.4157,13.4332,14.9901,15.8778,17.5647,19.2168,20.308,21.1538
2.25,1,-3.3612,3.93576,5.37931,5.92519,8.31159,9.91823,10.4313,11.0604,12.4711,13.3349,14.7786,15.8647,17.4205,18.9179,20.7721,20.8416
2.27,1,-3.3971,4.10342,5.47313,5.94807,8.20368,9.90198,10.3748,10.9659,12.5353,13.2689,14.5674,15.8663,17.29,18.6291,20.5198,21.2611
2.29,1,-3.43064,4.27624,5.56251,5.9684,8.08804,9.89429,10.3229,10.8575,12.6072,13.2305,14.3589,15.8831,17.1732,18.3515,20.2132,21.7502
2.31,1,-3.46165,4.45377,5.6466,5.98629,7.9642,9.8948,10.2755,10.7413,12.6856,13.2134,14.1556,15.9155,17.0697,18.0864,19.9145,22.2472
2.33,1,-3.48998,4.6355,5.72459,6.00187,7.83181,9.90291,10.2328,10.6235,12.7689,13.2115,13.96,15.9634,16.9786,17.8355,19.6251,22.7515
2.35,1,-3.51548,4.82084,5.79574,6.01527,7.6907,9.91771,10.1947,10.5094,12.8552,13.2192,13.7747,16.0267,16.8995,17.6004,19.3463,23.2626
2.37,1,-3.53804,5.00903,5.85937,6.02662,7.54107,9.93793,10.1613,10.4035,12.9423,13.2322,13.6025,16.1042,16.8316,17.3835,19.0798,23.7802
2.39,1,-3.55757,5.19908,5.91489,6.03606,7.38361,9.96189,10.1326,10.3089,13.0274,13.2467,13.4468,16.1943,16.7743,17.1873,18.8278,24.3041
2.41,1,-3.57397,5.38958,5.96182,6.04371,7.21967,9.98753,10.1086,10.228,13.1072,13.2561,13.3151,16.2937,16.7273,17.0151,18.5937,24.8339
2.43,1,-3.58717,5.57821,5.99978,6.04968,7.05173,10.0125,10.0894,10.1621,13.1782,13.1871,13.2823,16.3973,16.6901,16.8704,18.3827,25.3689
2.45,1,-3.59712,5.76049,6.02848,6.05408,6.88456,10.0342,10.075,10.1123,13.0994,13.2362,13.2908,16.4968,16.6625,16.7571,18.2028,25.9078
2.47,1,-3.60377,5.92544,6.04772,6.05697,6.72946,10.0503,10.0654,10.0788,13.038,13.2776,13.2977,16.5792,16.6442,16.6789,18.0669,26.4464
2.49,1,-3.60711,6.0408,6.05737,6.0584,6.61895,10.0589,10.0606,10.0621,13.0066,13.2991,13.3014,16.6275,16.6351,16.639,17.9919,26.9529
2.5,1,-3.60752,6.05858,6.05858,6.05858,6.60177,10.06,10.06,10.06,13.0027,13.3019,13.3019,16.6339,16.6339,16.6339,17.9822,27.0857
