Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.66,-1,1.06411,1.47446,6.09205,7.05393,10.8139,12.2724,18.7985,19.1864,19.2648,19.384,24.0798,24.317,24.392,24.5801,25.7378,26.8469
1.68,-1,1.01264,1.53667,5.9734,7.0963,10.8632,12.6216,18.5065,18.9067,18.9765,19.1477,24.3407,24.5925,24.7265,24.8958,25.479,26.5695
1.7,-1,0.952975,1.60622,5.8661,7.14338,10.9179,12.9879,18.2218,18.6336,18.6935,18.9161,24.6002,24.759,25.031,25.2054,25.3297,26.3213
1.72,-1,0.884824,1.68311,5.77242,7.19503,10.9779,13.3688,17.945,18.3675,18.4161,18.69,24.6686,24.8577,25.255,25.436,25.5076,26.151
1.74,-1,0.808064,1.76733,5.69397,7.25108,11.0428,13.7621,17.6771,18.1087,18.1447,18.4701,24.4427,25.1125,25.2899,25.6748,25.8014,26.165
1.75,-1,0.766475,1.81218,5.66082,7.28071,11.077,13.9625,17.547,17.9822,18.0113,18.3626,24.3175,25.2288,25.2389,25.8046,25.9449,26.248
1.75,1,0.766475,1.81218,5.66082,7.28071,11.077,13.9625,17.547,17.9822,18.0113,18.3626,24.3175,25.2288,25.2389,25.8046,25.9449,26.248
1.77,1,0.677036,1.90738,5.60712,7.34305,11.1489,14.3687,17.296,17.7351,17.7491,18.1529,24.0616,25.0282,25.4896,26.0638,26.225,26.4856
1.79,1,0.579617,2.00988,5.57049,7.40932,11.2251,14.7773,17.0614,17.4932,17.4961,17.9505,23.8061,24.7871,25.7374,26.3102,26.4956,26.753
1.81,1,0.47483,2.11969,5.55096,7.47929,11.3053,15.1765,16.8545,17.2437,17.2656,17.7561,23.5545,24.5341,25.9824,26.5281,26.7572,27.0198
1.83,1,0.363451,2.23678,5.54825,7.5527,11.3888,15.5324,16.7084,17.0008,17.044,17.57,23.3081,24.2784,26.2248,26.6823,27.0103,27.2754
1.85,1,0.246373,2.36114,5.56185,7.62928,11.4753,15.7509,16.7168,16.7646,16.8318,17.3926,23.0675,24.0235,26.465,26.6766,27.2561,27.515
1.87,1,0.124565,2.49276,5.59109,7.7087,11.5641,15.7481,16.535,16.6295,16.9631,17.2243,22.8329,23.7712,26.4029,26.7032,27.4956,27.7335
1.89,1,-0.000976518,2.63162,5.63521,7.79064,11.6544,15.6166,16.3122,16.4376,17.0657,17.3542,22.6043,23.522,25.9514,26.9398,27.7302,27.9201
1.91,1,-0.129259,2.77771,5.69337,7.87472,11.7454,15.4435,16.0963,16.2568,16.9171,17.8023,22.3812,23.2766,25.4391,27.175,27.961,28.0416
1.93,1,-0.259327,2.931,5.76472,7.96055,11.8359,15.2588,15.8872,16.0879,16.7791,18.2765,22.1632,23.0354,24.9109,27.4089,28.0073,28.1894
1.95,1,-0.390278,3.09146,5.84843,8.04768,11.9249,15.0727,15.6851,15.9319,16.6519,18.7653,21.9493,22.7989,24.3833,27.6414,27.7441,28.4165
1.97,1,-0.521277,3.25908,5.94366,8.13568,12.0108,14.8895,15.4899,15.7895,16.5362,19.2619,21.7378,22.5689,23.8644,27.3494,27.8718,28.6434
1.99,1,-0.651561,3.43382,6.04962,8.22404,12.092,14.7111,15.3018,15.662,16.4323,19.7595,21.5259,22.3491,23.3603,26.9156,28.0981,28.871
2.01,1,-0.78044,3.61564,6.16554,8.31227,12.1669,14.5387,15.1207,15.5504,16.3408,20.245,21.3089,22.1504,22.8781,26.4774,28.3151,29.1001
2.03,1,-0.907297,3.80452,6.29068,8.39983,12.2335,14.373,14.9466,15.4556,16.2622,20.6815,21.079,22.0071,22.4272,26.0482,28.5068,29.3315
2.05,1,-1.03158,4.0004,6.42433,8.4862,12.2901,14.2144,14.7797,15.3784,16.1968,20.8247,20.9612,22.0209,22.0245,25.6352,28.6177,29.5657
2.07,1,-1.1528,4.20323,6.56576,8.57082,12.335,14.0633,14.6199,15.3189,16.1451,20.5335,20.9721,21.6732,22.3103,25.2447,28.506,29.4932
2.09,1,-1.27053,4.41296,6.71427,8.65318,12.367,13.9199,14.4673,15.2765,16.1075,20.2013,20.817,21.3906,22.754,24.8859,28.1619,29.5965
2.11,1,-1.38439,4.62952,6.86912,8.73276,12.3854,13.7846,14.3218,15.2492,16.0844,19.8373,20.5994,21.1665,23.2279,24.5837,27.7334,29.7756
2.13,1,-1.49403,4.85283,7.02957,8.80907,12.3902,13.6575,14.1835,15.234,16.076,19.4582,20.3537,20.9875,23.588,24.4482,27.284,29.4586
2.15,1,-1.59917,5.08278,7.19482,8.88168,12.3819,13.539,14.0524,15.2255,16.0825,19.0803,20.0913,20.8421,23.5883,24.7146,26.8324,29.0463
2.17,1,-1.69955,5.31928,7.364,8.95022,12.3616,13.4293,13.9285,15.2167,16.1039,18.7169,19.8168,20.723,23.3853,25.2224,26.3852,28.6052
2.19,1,-1.79493,5.56219,7.53617,9.01437,12.3305,13.3286,13.8118,15.1981,16.1402,18.3803,19.5331,20.6262,23.1524,25.7957,25.9455,28.1574
2.21,1,-1.88513,5.81135,7.7103,9.07389,12.2901,13.2373,13.7024,15.1585,16.1912,18.0823,19.2425,20.5498,22.9271,25.5152,26.3953,27.7112
