Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
0.9,1,-8.17882,4.58183,5.73483,5.73483,11.9923,13.7583,15.5693,16.3902,16.3902,18.3518,22.5044,24.6053,24.6053,25.0126,31.0244,31.2548
0.92,1,-8.1563,4.47471,5.68765,5.68765,12.0698,13.6998,15.516,16.5342,16.5342,18.4201,22.7055,24.7313,24.7313,25.153,30.8847,30.9409
0.94,1,-8.13326,4.36956,5.64052,5.64052,12.129,13.6389,15.4911,16.6827,16.6827,18.4914,22.91,24.8618,24.8618,25.2966,30.6328,30.6328
0.96,1,-8.10978,4.26658,5.5936,5.5936,12.1696,13.5738,15.4974,16.8354,16.8354,18.5653,23.1174,24.996,24.996,25.4423,30.3313,30.3313
0.98,1,-8.08593,4.16595,5.54709,5.54709,12.1923,13.5028,15.5361,16.9921,16.9921,18.6419,23.3274,25.1331,25.1331,25.5886,30.037,30.037
1,1,-8.06181,4.06784,5.50114,5.50114,12.1988,13.4256,15.6063,17.1526,17.1526,18.7211,23.5394,25.2719,25.2719,25.7334,29.7513,29.7513
1.02,1,-8.03752,3.9724,5.45592,5.45592,12.1913,13.3426,15.7058,17.3169,17.3169,18.8026,23.7531,25.4107,25.4107,25.8735,29.4758,29.4758
1.04,1,-8.01313,3.87977,5.41156,5.41156,12.1721,13.2549,15.8312,17.4845,17.4845,18.8863,23.9679,25.5471,25.5471,26.0044,29.2128,29.2128
1.06,1,-7.98875,3.79008,5.36822,5.36822,12.1436,13.1643,15.9788,17.6555,17.6555,18.9721,24.1829,25.6777,25.6777,26.1197,28.9658,28.9658
1.08,1,-7.96448,3.70346,5.32602,5.32602,12.1078,13.0723,16.1453,17.8297,17.8297,19.0598,24.397,25.7974,25.7974,26.2113,28.7397,28.7397
1.1,1,-7.94041,3.62002,5.28507,5.28507,12.0662,12.9806,16.3277,18.0068,18.0068,19.1491,24.6082,25.8991,25.8991,26.2703,28.5415,28.5415
1.12,1,-7.91665,3.53989,5.2455,5.2455,12.0203,12.8905,16.5232,18.1867,18.1867,19.2399,24.8128,25.9734,25.9734,26.2899,28.3808,28.3808
1.14,1,-7.89329,3.46316,5.2074,5.2074,11.9714,12.8031,16.7299,18.3694,18.3694,19.3317,25.0033,26.0089,26.0089,26.2718,28.2687,28.2687
1.16,1,-7.87044,3.38994,5.17088,5.17088,11.9202,12.7193,16.9459,18.5546,18.5546,19.4243,25.1636,25.9962,25.9962,26.2338,28.1088,28.2146
1.18,1,-7.8482,3.32033,5.13602,5.13602,11.8677,12.6397,17.1699,18.7421,18.7421,19.5174,25.2618,25.9316,25.9316,26.2155,27.8864,28.2221
1.2,1,-7.82667,3.25443,5.1029,5.1029,11.8146,12.5649,17.4007,18.9319,18.9319,19.6104,25.2597,25.8193,25.8193,26.2656,27.6718,28.2867
1.22,1,-7.80595,3.19234,5.0716,5.0716,11.7616,12.4953,17.6373,19.1236,19.1236,19.7031,25.1554,25.6691,25.6691,26.3958,27.4654,28.3987
1.24,1,-7.78613,3.13413,5.04219,5.04219,11.7093,12.4308,17.8791,19.3172,19.3172,19.7947,24.9823,25.4916,25.4916,26.5801,27.2679,28.5471
1.26,1,-7.76733,3.07991,5.01473,5.01473,11.6583,12.3718,18.1252,19.5122,19.5122,19.8848,24.7702,25.2958,25.2958,26.7948,27.0798,28.7227
1.28,1,-7.74961,3.02974,4.98928,4.98928,11.6093,12.3181,18.3751,19.7085,19.7085,19.9726,24.5356,25.0886,25.0886,26.9017,27.0271,28.9187
1.3,1,-7.73308,2.98371,4.9659,4.9659,11.5626,12.2697,18.6284,19.9056,19.9056,20.0575,24.2875,24.8746,24.8746,26.7345,27.271,29.1297
1.32,1,-7.71782,2.94188,4.94463,4.94463,11.519,12.2264,18.8845,20.103,20.103,20.1385,24.031,24.6577,24.6577,26.5789,27.5235,29.3518
1.34,1,-7.7039,2.90434,4.92551,4.92551,11.4787,12.1882,19.1428,20.2149,20.2999,20.2999,23.7696,24.4405,24.4405,26.4359,27.7829,29.5816
1.36,1,-7.6914,2.87113,4.90858,4.90858,11.4422,12.1549,19.4029,20.2856,20.4953,20.4953,23.5055,24.2256,24.2256,26.3063,28.0482,29.8159
1.38,1,-7.68038,2.84232,4.89387,4.89387,11.4099,12.1264,19.6641,20.3498,20.6877,20.6877,23.2404,24.0156,24.0156,26.1912,28.3188,30.0513
1.4,1,-7.6709,2.81796,4.88142,4.88142,11.382,12.1025,19.9253,20.4063,20.8746,20.8746,22.9761,23.8134,23.8134,26.0916,28.594,30.2835
1.42,1,-7.66301,2.79808,4.87124,4.87124,11.3589,12.0832,20.1851,20.4543,21.0527,21.0527,22.7148,23.6233,23.6233,26.0084,28.8734,30.5067
1.44,1,-7.65675,2.78273,4.86335,4.86335,11.3407,12.0684,20.4403,20.4928,21.2161,21.2161,22.4596,23.4513,23.4513,25.9426,29.1562,30.7128
1.46,1,-7.65215,2.77193,4.85777,4.85777,11.3276,12.0579,20.521,20.6846,21.3561,21.3561,22.2175,23.3064,23.3064,25.8949,29.4416,30.7731
1.48,1,-7.64923,2.7657,4.85452,4.85452,11.3197,12.0519,20.5383,20.9004,21.4598,21.4598,22.006,23.2016,23.2016,25.866,29.7278,30.5332
1.5,1,-7.64802,2.76406,4.85359,4.85359,11.317,12.0501,20.5444,21.0388,21.5125,21.5125,21.8741,23.1519,23.1519,25.8562,30.0078,30.2768
1.5,-1,-7.64214,2.77032,4.8874,4.89797,11.3347,12.0752,20.7474,21.1415,21.5629,21.6015,22.1772,23.2651,23.4838,26.0772,30.097,30.1776
1.52,-1,-7.64275,2.77216,4.88109,4.8872,11.3475,12.0905,20.6331,20.9962,21.3321,21.5584,22.4604,23.3369,23.5808,26.1052,29.9538,30.1205
1.54,-1,-7.64325,2.77967,4.84409,4.89109,11.3807,12.1325,20.457,20.7672,21.0814,21.5238,22.7577,23.4757,23.7377,26.1671,29.7002,30.0651
