Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
2.29,1,-6.26463,4.09646,4.98295,5.26417,8.87131,11.4973,12.0703,12.3992,13.9599,14.6582,17.2522,17.9562,19.6388,20.8312,22.9102,24.5519
2.31,1,-6.28503,4.24779,5.04352,5.27674,8.71592,11.5217,12.0196,12.3195,14.0443,14.6266,17.0518,18.0111,19.5154,20.5437,22.5712,25.1029
2.33,1,-6.30381,4.40089,5.0988,5.28763,8.55878,11.5516,11.9736,12.2339,14.1328,14.613,16.8573,18.0844,19.4081,20.273,22.2403,25.6645
2.35,1,-6.32085,4.55398,5.1485,5.29695,8.40154,11.5857,11.9324,12.1476,14.2232,14.6117,16.6724,18.1753,19.3157,20.021,21.9196,26.2349
2.37,1,-6.33603,4.70477,5.19239,5.30481,8.2465,11.6224,11.8961,12.0652,14.3129,14.6179,16.5006,18.2826,19.237,19.7902,21.611,26.8134
2.39,1,-6.34923,4.85027,5.23029,5.31133,8.09676,11.6598,11.8648,11.9899,14.3993,14.6279,16.3452,18.4044,19.1712,19.5831,21.3168,27.3993
2.41,1,-6.36038,4.98653,5.26205,5.3166,7.95643,11.6959,11.8386,11.9244,14.479,14.639,16.2094,18.5377,19.1175,19.4029,21.0401,27.9918
2.43,1,-6.36938,5.10844,5.28756,5.3207,7.83086,11.7283,11.8175,11.8703,14.5487,14.6494,16.0963,18.6772,19.0752,19.253,20.7863,28.5899
2.45,1,-6.37619,5.20967,5.30675,5.32371,7.72664,11.755,11.8017,11.829,14.6049,14.658,16.0087,18.8136,19.0438,19.1367,20.5643,29.1913
2.47,1,-6.38076,5.28303,5.31957,5.32569,7.65113,11.774,11.7912,11.801,14.6444,14.664,15.9489,18.9305,19.0231,19.0571,20.3905,29.7904
2.49,1,-6.38304,5.32183,5.32599,5.32667,7.61122,11.784,11.7859,11.787,14.6649,14.6671,15.9185,19.0018,19.0128,19.0166,20.2908,30.358
2.5,1,-6.38333,5.32679,5.32679,5.32679,7.60612,11.7852,11.7852,11.7852,14.6675,14.6675,15.9147,19.0115,19.0115,19.0115,20.2775,30.504
