Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.6,-1,-1.85456,2.26231,5.41559,5.7722,10.0385,10.6279,17.9083,18.1776,18.2681,18.5988,21.1716,21.1737,21.3056,22.197,24.7925,25.8771
1.62,-1,-1.85498,2.27525,5.31496,5.79457,10.0733,10.8509,17.6283,17.9231,17.9976,18.3911,21.4491,21.4719,21.5994,22.4146,24.5388,25.6509
1.64,-1,-1.85619,2.29015,5.21168,5.82105,10.111,11.103,17.3529,17.6713,17.7327,18.179,21.722,21.7652,21.8919,22.6426,24.2893,25.4027
1.66,-1,-1.85858,2.30685,5.10983,5.85154,10.1524,11.3794,17.0828,17.4232,17.4738,17.9651,21.9917,22.0456,22.1808,22.8774,24.0527,25.1443
1.68,-1,-1.86259,2.3252,5.0129,5.88593,10.1979,11.6764,16.8189,17.1796,17.2214,17.7514,22.2574,22.3008,22.4633,23.1162,23.8429,24.883
1.7,-1,-1.86869,2.34509,4.9238,5.9241,10.2475,11.9907,16.5616,16.941,16.976,17.5394,22.5014,22.5188,22.737,23.3571,23.6883,24.6245
1.72,-1,-1.87737,2.36651,4.84492,5.9659,10.3013,12.3194,16.3117,16.7077,16.7381,17.3303,22.5921,22.7756,23.002,23.5982,23.6361,24.3769
1.74,-1,-1.88913,2.3896,4.77816,6.01117,10.359,12.6593,16.07,16.48,16.5089,17.1251,22.542,23.0276,23.256,23.6922,23.8382,24.1664
1.75,-1,-1.89632,2.40184,4.74979,6.03506,10.3893,12.8323,15.9528,16.3682,16.3979,17.0243,22.4772,23.1518,23.3734,23.7216,23.9575,24.106
1.75,1,-1.89632,2.40184,4.74979,6.03506,10.3893,12.8323,15.9528,16.3682,16.3979,17.0243,22.4772,23.1518,23.3734,23.7216,23.9575,24.106
1.77,1,-1.91361,2.42798,4.70371,6.08519,10.4527,13.1815,15.7266,16.1491,16.1845,16.8266,22.3056,23.3967,23.4946,23.7439,24.1687,24.1941
1.79,1,-1.93512,2.4568,4.67243,6.13832,10.5193,13.5277,15.5147,15.9359,15.986,16.6349,22.1068,23.3319,23.6372,23.9311,24.3611,24.4275
1.81,1,-1.9612,2.48901,4.65626,6.1942,10.5889,13.8555,15.324,15.7287,15.8107,16.4498,21.8978,23.1023,23.8736,24.146,24.5728,24.6574
1.83,1,-1.99213,2.52546,4.65514,6.2526,10.6609,14.1289,15.1676,15.5275,15.6811,16.2719,21.6859,22.8615,24.1063,24.3275,24.7609,24.8838
1.85,1,-2.02806,2.56707,4.66868,6.31323,10.7347,14.2815,15.0544,15.3323,15.6548,16.1018,21.4743,22.6181,24.3358,24.377,24.8854,25.1069
1.87,1,-2.06902,2.61482,4.69629,6.37581,10.8096,14.2759,14.9515,15.1432,15.8017,15.9401,21.2646,22.3738,24.1437,24.5625,25.008,25.3269
1.89,1,-2.11493,2.6696,4.73715,6.44002,10.8847,14.17,14.8277,14.96,15.7874,16.0956,21.057,22.1285,23.7435,24.7869,25.1701,25.5444
1.91,1,-2.16558,2.73225,4.79038,6.50553,10.9591,14.0242,14.6923,14.7828,15.6442,16.4665,20.851,21.8813,23.3041,25.0093,25.3293,25.76
1.93,1,-2.22066,2.80345,4.85503,6.57198,11.0314,13.8653,14.557,14.6114,15.5112,16.8761,20.6452,21.6303,22.8673,25.2298,25.4498,25.9743
1.95,1,-2.27974,2.88374,4.93015,6.639,11.1004,13.7041,14.4281,14.4459,15.3887,17.3069,20.4366,21.3737,22.451,25.4484,25.4818,26.1877
1.97,1,-2.34233,2.97351,5.01481,6.70621,11.1643,13.5451,14.2862,14.3091,15.2775,17.7496,20.2205,21.1111,22.0675,25.3697,25.6644,26.4008
1.99,1,-2.4079,3.07298,5.10809,6.77321,11.2215,13.3907,14.1321,14.2026,15.1779,18.1966,19.9899,20.8466,21.7259,25.1197,25.8761,26.6136
2.01,1,-2.47585,3.18227,5.20913,6.8396,11.27,13.2423,13.9838,14.1101,15.0904,18.6357,19.7391,20.5906,21.4326,24.7934,26.079,26.8254
2.03,1,-2.54558,3.30136,5.31708,6.90497,11.308,13.1007,13.8411,14.0328,15.0155,19.0236,19.4895,20.3565,21.1956,24.4382,26.2613,27.0324
