Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.02,1,-3.02176,5.66088,7.68295,7.68295,12.2517,13.6038,17.4334,17.5897,17.5897,19.6326,23.5168,24.6993,25.1092,25.1092,29.5822,29.8087
1.04,1,-2.96212,5.51535,7.61805,7.61805,12.1761,13.4746,17.6516,17.7843,17.7843,19.732,23.7862,24.86,25.2708,25.2708,29.2976,29.519
1.06,1,-2.9015,5.37236,7.55522,7.55522,12.1034,13.345,17.8773,17.9812,17.9812,19.8346,24.0572,25.0281,25.4344,25.4344,29.0175,29.2374
1.08,1,-2.84008,5.23212,7.49456,7.49456,12.0336,13.2166,18.109,18.1803,18.1803,19.9405,24.3288,25.2033,25.5981,25.5981,28.7421,28.966
1.1,1,-2.77809,5.09487,7.43618,7.43618,11.9671,13.0905,18.3456,18.3815,18.3815,20.0496,24.5999,25.3854,25.7586,25.7586,28.4713,28.7078
1.12,1,-2.71573,4.96082,7.38018,7.38018,11.9038,12.9676,18.5846,18.5846,18.5861,20.1617,24.8695,25.5733,25.9108,25.9108,28.2053,28.468
1.14,1,-2.65326,4.83026,7.32663,7.32663,11.8439,12.8485,18.7897,18.7897,18.83,20.2768,25.136,25.7652,26.0462,26.0462,27.9443,28.255
1.16,1,-2.59095,4.70344,7.27562,7.27562,11.7874,12.7336,18.9965,18.9965,19.0767,20.3945,25.3975,25.9574,26.1515,26.1515,27.6884,28.082
1.18,1,-2.52907,4.58069,7.22722,7.22722,11.7344,12.6235,19.2049,19.2049,19.3256,20.5148,25.6511,26.1442,26.2083,26.2083,27.4379,27.9672
1.2,1,-2.46795,4.46231,7.18148,7.18148,11.685,12.5185,19.415,19.415,19.5766,20.6374,25.8899,26.199,26.199,26.3177,27.193,27.9282
1.22,1,-2.40792,4.34866,7.13847,7.13847,11.6392,12.4188,19.6265,19.6265,19.8293,20.762,26.0949,26.119,26.119,26.4758,26.9539,27.9694
1.24,1,-2.34933,4.24011,7.09824,7.09824,11.5972,12.3246,19.8395,19.8395,20.0834,20.8882,25.9801,25.9801,26.2193,26.6424,26.7211,28.0789
1.26,1,-2.29256,4.13705,7.06083,7.06083,11.5588,12.2361,20.0537,20.0537,20.3388,21.0156,25.8009,25.8009,26.2226,26.4951,26.848,28.2378
1.28,1,-2.23802,4.03989,7.02628,7.02628,11.5242,12.1536,20.269,20.269,20.5953,21.1435,25.5967,25.5967,26.1248,26.2764,27.084,28.4305
1.3,1,-2.18611,3.94906,6.99463,6.99463,11.4933,12.0771,20.4852,20.4852,20.8527,21.2713,25.3779,25.3779,25.9627,26.0657,27.3356,28.6463
1.32,1,-2.13727,3.86501,6.96591,6.96591,11.4662,12.0068,20.7021,20.7021,21.111,21.3979,25.1511,25.1511,25.7622,25.8641,27.5965,28.8782
1.34,1,-2.09194,3.78819,6.94016,6.94016,11.4427,11.9429,20.9193,20.9193,21.37,21.5223,24.9203,24.9203,25.5388,25.6726,27.8642,29.1215
1.36,1,-2.05054,3.71903,6.91738,6.91738,11.4227,11.8855,21.1362,21.1362,21.6296,21.6428,24.6887,24.6887,25.3014,25.493,28.1378,29.3724
1.38,1,-2.01352,3.65799,6.89762,6.89762,11.4062,11.8348,21.352,21.352,21.7575,21.8897,24.4586,24.4586,25.0554,25.327,28.4164,29.6273
1.4,1,-1.98126,3.60547,6.88088,6.88088,11.393,11.7912,21.5652,21.5652,21.8638,22.1504,24.2325,24.2325,24.8039,25.1773,28.6993,29.8822
1.42,1,-1.95415,3.56186,6.86718,6.86718,11.3828,11.7548,21.7731,21.7731,21.9587,22.4114,24.0137,24.0137,24.549,25.047,28.9852,30.1315
1.44,1,-1.93251,3.52749,6.85653,6.85653,11.3754,11.726,21.971,21.971,22.0387,22.6727,23.8075,23.8075,24.2919,24.9394,29.2718,30.3663
1.46,1,-1.91662,3.50265,6.84894,6.84894,11.3704,11.7051,22.0998,22.1488,22.1488,22.9341,23.6241,23.6241,24.0337,24.8587,29.5537,30.5722
1.48,1,-1.90668,3.48754,6.84443,6.84443,11.3676,11.6924,22.1384,22.2867,22.2867,23.1948,23.4838,23.4838,23.7755,24.8083,29.8149,30.5863
1.5,1,-1.90281,3.48229,6.84299,6.84299,11.3667,11.6882,22.1519,22.3508,22.3508,23.4204,23.4204,23.437,23.5356,24.7911,29.9855,30.48
1.5,-1,-1.89408,3.48609,6.85511,6.86354,11.366,11.7075,22.2274,22.4291,22.4336,23.4273,23.4723,23.5365,23.6733,24.9137,29.9799,30.4898
1.52,-1,-1.8945,3.48827,6.83268,6.86511,11.3825,11.7285,22.0226,22.2774,22.4767,23.0874,23.5545,23.72,23.9765,24.9808,29.852,30.3662
1.54,-1,-1.89451,3.49539,6.77478,6.87207,11.4222,11.7928,21.7616,22.0169,22.4069,22.7503,23.7424,23.9896,24.3076,25.1262,29.6044,30.2466
1.56,-1,-1.8942,3.50734,6.68621,6.88439,11.4702,11.9108,21.4793,21.7176,22.2464,22.4174,23.9972,24.3007,24.643,25.3266,29.3076,30.1132
1.58,-1,-1.89375,3.52397,6.5735,6.90203,11.517,12.0854,21.1888,21.4049,22.0341,22.0893,24.2859,24.6283,24.9798,25.5626,28.9981,29.9393
1.6,-1,-1.8934,3.54501,6.44371,6.92492,11.5622,12.3104,20.8963,21.089,21.7664,21.7936,24.5913,24.96,25.3165,25.8208,28.6912,29.7219
1.62,-1,-1.89345,3.57013,6.30363,6.953,11.6084,12.5768,20.6052,20.7746,21.4491,21.5378,24.9048,25.2864,25.6516,26.0926,28.3968,29.4704
1.64,-1,-1.89426,3.59891,6.15938,6.98616,11.6577,12.8765,20.3174,20.4645,21.1377,21.2741,25.2216,25.5966,25.9835,26.3724,28.1259,29.1967
1.66,-1,-1.89627,3.63079,6.0163,7.02431,11.7113,13.2035,20.0344,20.1604,20.8328,21.007,25.5387,25.8717,26.3095,26.6564,27.8972,28.9103
1.68,-1,-1.89993,3.6651,5.87904,7.0673,11.7699,13.5527,19.7572,19.8637,20.5346,20.7394,25.854,26.0774,26.6271,26.9416,27.7452,28.6183
1.7,-1,-1.90576,3.70105,5.7517,7.115,11.8338,13.9198,19.4863,19.576,20.2438,20.4732,26.1638,26.166,26.934,27.2259,27.7173,28.3263
1.72,-1,-1.91429,3.73774,5.63787,7.16723,11.9033,14.3008,19.2225,19.2987,19.9608,20.2099,26.1096,26.4737,27.2294,27.5076,27.82,28.0496
1.74,-1,-1.92608,3.77422,5.54077,7.2238,11.9782,14.6912,18.9661,19.0341,19.6866,19.9505,25.9531,26.7762,27.4935,27.748,27.7855,28.0735
1.75,-1,-1.93337,3.79211,5.49936,7.25365,12.0176,14.8882,18.8408,18.9075,19.5532,19.8226,25.8525,26.9255,27.5135,27.7321,27.9227,28.1958
1.75,1,-1.93337,3.79211,5.49936,7.25365,12.0176,14.8882,18.8408,18.9075,19.5532,19.8226,25.8525,26.9255,27.5135,27.7321,27.9227,28.1958
1.77,1,-1.95106,3.82674,5.4323,7.31633,12.1005,15.2814,18.5962,18.6686,19.295,19.5707,25.6276,27.2196,27.2681,27.9727,28.1932,28.4666
1.79,1,-1.97329,3.85957,5.38766,7.38276,12.1885,15.6639,18.36,18.4543,19.0515,19.3246,25.3863,26.989,27.5081,28.2361,28.4581,28.7439
1.81,1,-2.0005,3.8908,5.36637,7.45268,12.2813,16.0167,18.1322,18.2746,18.8314,19.0851,25.1388,26.7097,27.7911,28.4825,28.7174,29.0056
1.83,1,-2.03301,3.92137,5.36839,7.52576,12.3785,16.3066,17.9132,18.1377,18.6592,18.8526,24.89,26.433,28.069,28.6828,28.9714,29.2112
1.85,1,-2.07105,3.95289,5.39273,7.60168,12.4798,16.4892,17.7029,18.0228,18.5999,18.6277,24.6425,26.1593,28.3423,28.712,29.2205,29.2892
1.87,1,-2.11472,3.98748,5.43769,7.68005,12.5845,16.5408,17.5015,17.8791,18.4112,18.728,24.3978,25.8882,28.3877,28.6116,29.3892,29.4655
1.89,1,-2.16398,4.02739,5.50117,7.7605,12.6921,16.4866,17.3089,17.7038,18.2037,19.0207,24.1563,25.6187,27.8923,28.8775,29.5416,29.707
1.91,1,-2.21867,4.07477,5.58097,7.84257,12.8017,16.3707,17.125,17.5179,18.0059,19.4128,23.9179,25.3491,27.3631,29.1407,29.6695,29.9459
1.93,1,-2.27849,4.13145,5.675,7.92582,12.9123,16.2244,16.9495,17.333,17.8188,19.8613,23.682,25.0769,26.8389,29.4017,29.7199,30.1829
1.95,1,-2.34301,4.19886,5.78141,8.00975,13.0226,16.0649,16.782,17.1545,17.6434,20.3426,23.4468,24.7983,26.3375,29.6381,29.6607,30.4182
1.97,1,-2.41173,4.278,5.89857,8.09385,13.1312,15.9018,16.622,16.9853,17.4807,20.8434,23.2098,24.5092,25.8729,29.4021,29.9176,30.6517
1.99,1,-2.48405,4.36952,6.02508,8.1776,13.2363,15.7401,16.4688,16.8276,17.3322,21.3526,22.9664,24.2069,25.459,29.05,30.1711,30.8815
2.01,1,-2.55936,4.47376,6.15974,8.26043,13.3356,15.5832,16.3216,16.6831,17.1989,21.8562,22.711,23.8963,25.1089,28.6351,30.4165,31.1008
2.03,1,-2.63696,4.59079,6.30149,8.3418,13.4264,15.4332,16.1798,16.5539,17.0823,22.295,22.467,23.5978,24.836,28.193,30.6362,31.2821
2.05,1,-2.7162,4.72053,6.44937,8.42117,13.5058,15.2918,16.0427,16.4416,16.9833,22.0956,22.7213,23.3696,24.6681,27.7434,30.7415,31.345
