Linear Coordinates,Reciprocal Lattice,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8,Band_9,Band_10,Band_11,Band_12,Band_13,Band_14,Band_15,Band_16
1.22,1,-2.5854,2.60569,5.44362,5.44362,9.1404,9.88686,14.866,15.2459,15.2459,16.877,20.1068,20.46,20.46,21.1433,21.3999,21.658
1.24,1,-2.54225,2.5216,5.41354,5.41354,9.11322,9.82218,15.0512,15.4149,15.4149,16.979,20.1271,20.2995,20.2995,21.2224,21.4723,21.5087
1.26,1,-2.50047,2.44196,5.38555,5.38555,9.08914,9.75971,15.2395,15.5855,15.5855,17.0822,20.0608,20.1255,20.1255,21.2916,21.3089,21.7069
1.28,1,-2.46037,2.36707,5.35968,5.35968,9.06811,9.69992,15.4306,15.7578,15.7578,17.1862,19.9307,19.9429,19.9429,21.1162,21.4425,21.9316
1.3,1,-2.42224,2.29721,5.33598,5.33598,9.05009,9.64322,15.624,15.9315,15.9315,17.2905,19.7549,19.7549,19.7638,20.9468,21.6087,22.1698
1.32,1,-2.3864,2.23271,5.31446,5.31446,9.035,9.58999,15.8196,16.1068,16.1068,17.3945,19.5638,19.5638,19.5774,20.784,21.7938,22.4176
1.34,1,-2.35316,2.17387,5.29515,5.29515,9.02271,9.5406,16.0171,16.2835,16.2835,17.4972,19.3709,19.3709,19.3804,20.6286,21.9899,22.6731
1.36,1,-2.32284,2.12101,5.27807,5.27807,9.01307,9.4954,16.2162,16.4617,16.4617,17.5974,19.1773,19.1773,19.1777,20.4819,22.1924,22.935
1.38,1,-2.29574,2.07444,5.26325,5.26325,9.00587,9.45478,16.4168,16.6413,16.6413,17.6935,18.972,18.9838,18.9838,20.3455,22.3985,23.2017
1.4,1,-2.27215,2.03445,5.25068,5.25068,9.00083,9.41916,16.6185,16.822,16.822,17.7836,18.765,18.791,18.791,20.2214,22.6053,23.4717
1.42,1,-2.25234,2.0013,5.2404,5.2404,8.9976,9.38897,16.8211,17.0037,17.0037,17.865,18.5578,18.5994,18.5994,20.1122,22.8095,23.7422
1.44,1,-2.23654,1.97522,5.23241,5.23241,8.99577,9.36472,17.0239,17.1858,17.1858,17.9344,18.3515,18.4099,18.4099,20.0211,23.0056,24.0078
1.46,1,-2.22494,1.95642,5.22671,5.22671,8.99492,9.34689,17.2256,17.3667,17.3667,17.9882,18.1479,18.2242,18.2242,19.952,23.1839,24.2528
1.48,1,-2.21769,1.94503,5.22332,5.22332,8.99464,9.33595,17.4205,17.5406,17.5406,17.9528,18.0226,18.0482,18.0482,19.9084,23.3269,24.4306
1.5,1,-2.21488,1.94115,5.22223,5.22223,8.99463,9.33222,17.5631,17.6661,17.6661,17.8118,17.9235,17.9235,18.0348,19.8932,23.4065,24.4889
1.5,-1,-2.21022,1.94375,5.23589,5.24467,9.00109,9.35204,17.5864,17.6947,17.6967,17.8873,17.9359,18.0053,18.1966,19.9945,23.3908,24.5057
1.52,-1,-2.21052,1.94445,5.22093,5.2454,9.01336,9.36695,17.3761,17.4597,17.6228,17.7318,18.122,18.2113,18.4284,20.0337,23.3457,24.4065
1.54,-1,-2.21059,1.94732,5.18391,5.25005,9.04401,9.41171,17.1094,17.2087,17.4236,17.5927,18.3917,18.4653,18.6823,20.1184,23.2493,24.2712
1.56,-1,-2.2105,1.9523,5.12769,5.2586,9.08393,9.49265,16.8395,16.9555,17.182,17.4625,18.669,18.7273,18.9399,20.2402,23.1048,24.1325
1.58,-1,-2.21038,1.9593,5.05624,5.271,9.12494,9.61412,16.5719,16.7043,16.9377,17.3129,18.9482,18.9924,19.1986,20.3897,22.9229,23.9748
1.6,-1,-2.2104,1.9682,4.97401,5.28721,9.16403,9.7748,16.3081,16.4564,16.6957,17.1476,19.2264,19.259,19.4573,20.5593,22.7178,23.7822
1.62,-1,-2.21079,1.97887,4.8854,5.30717,9.20194,9.9697,16.0488,16.2128,16.4571,16.9716,19.501,19.5261,19.7149,20.7431,22.5014,23.5609
1.64,-1,-2.21181,1.99116,4.79449,5.3308,9.24027,10.1933,15.7946,15.9741,16.2227,16.7889,19.7704,19.7912,19.9707,20.9366,22.283,23.3238
1.66,-1,-2.21375,2.00491,4.70484,5.35801,9.28027,10.4408,15.5457,15.7408,15.9928,16.6027,20.0331,20.0497,20.224,21.1368,22.0709,23.0802
